epoch,accuracy,loss,val_accuracy,val_loss
0,0.5348360538482666,14.73491096496582,0.7469135522842407,6.320006847381592
1,0.618852436542511,4.767444133758545,0.5,1.2161462306976318
2,0.7110655903816223,1.681501865386963,0.2839506268501282,2.426967144012451
3,0.625,1.3391095399856567,0.5925925970077515,0.8014168739318848
4,0.6045082211494446,0.8123000264167786,0.7469135522842407,0.684967577457428
5,0.6905737519264221,0.6486493349075317,0.7469135522842407,0.6573314666748047
6,0.688524603843689,0.6187747120857239,0.7407407164573669,0.586237370967865
7,0.7110655903816223,0.5857338905334473,0.7407407164573669,0.5676782131195068
8,0.7254098653793335,0.5755211114883423,0.7407407164573669,0.5798757076263428
9,0.75,0.5571949481964111,0.709876537322998,0.5828589200973511
10,0.7540983557701111,0.5412651300430298,0.7530864477157593,0.5728106498718262
11,0.7479507923126221,0.534714937210083,0.7530864477157593,0.5522488355636597
12,0.75,0.5157634019851685,0.7469135522842407,0.549895703792572
13,0.7684426307678223,0.5177160501480103,0.7530864477157593,0.5718355774879456
14,0.7581967115402222,0.51191645860672,0.7654321193695068,0.5315648317337036
15,0.7622950673103333,0.49769192934036255,0.6975308656692505,0.5580853819847107
16,0.7602459192276001,0.4967710077762604,0.7469135522842407,0.5607828497886658
17,0.7971311211585999,0.4763139486312866,0.7345678806304932,0.5292824506759644
18,0.8012295365333557,0.4637604355812073,0.7654321193695068,0.5110767483711243
19,0.7930327653884888,0.45679688453674316,0.7469135522842407,0.5363104939460754
20,0.7868852615356445,0.45835456252098083,0.709876537322998,0.5417015552520752
21,0.7909836173057556,0.4698010981082916,0.7407407164573669,0.5199781060218811
22,0.8053278923034668,0.4508153796195984,0.7530864477157593,0.5270941853523254
23,0.8012295365333557,0.4523962736129761,0.7469135522842407,0.5559543371200562
24,0.8094262480735779,0.4300026297569275,0.709876537322998,0.50520259141922
25,0.8032786846160889,0.4237644374370575,0.7469135522842407,0.4963568150997162
26,0.8319672346115112,0.4152815043926239,0.7530864477157593,0.5216646790504456
27,0.811475396156311,0.41812410950660706,0.7469135522842407,0.5093548893928528
28,0.8237704634666443,0.40419432520866394,0.7345678806304932,0.5165655612945557
29,0.8299180269241333,0.3837962746620178,0.7654321193695068,0.47179216146469116
30,0.8319672346115112,0.398095041513443,0.7592592835426331,0.511382520198822
31,0.8401639461517334,0.3691391050815582,0.7345678806304932,0.5045896172523499
32,0.8319672346115112,0.3679856061935425,0.7654321193695068,0.5389681458473206
33,0.8299180269241333,0.3629132807254791,0.7530864477157593,0.5147412419319153
34,0.8442623019218445,0.36209797859191895,0.7407407164573669,0.5165550112724304
35,0.8442623019218445,0.36039137840270996,0.7716049551963806,0.521228015422821
36,0.8524590134620667,0.341897189617157,0.7345678806304932,0.5095906853675842
37,0.8709016442298889,0.33044934272766113,0.7407407164573669,0.509601891040802
38,0.8790983557701111,0.31124186515808105,0.7407407164573669,0.5498049855232239
39,0.8545082211494446,0.3228560984134674,0.7654321193695068,0.5038022398948669
40,0.8729507923126221,0.3194665312767029,0.7407407164573669,0.5105963945388794
41,0.881147563457489,0.31606143712997437,0.7283950448036194,0.5261759161949158
42,0.8954917788505554,0.28822746872901917,0.7654321193695068,0.5156809687614441
43,0.881147563457489,0.3056217432022095,0.7469135522842407,0.5378992557525635
44,0.8668032884597778,0.319088876247406,0.7407407164573669,0.5403717160224915
45,0.8647540807723999,0.32418933510780334,0.7530864477157593,0.6154822707176208
46,0.8545082211494446,0.3432329595088959,0.7592592835426331,0.651996374130249
47,0.8586065769195557,0.31228429079055786,0.7592592835426331,0.5477518439292908
48,0.8770492076873779,0.29827097058296204,0.7592592835426331,0.5590006113052368
49,0.875,0.3031958043575287,0.7530864477157593,0.5590201020240784
50,0.8729507923126221,0.2749444544315338,0.7654321193695068,0.5362929105758667
51,0.9139344096183777,0.2507137358188629,0.7160493731498718,0.5447984337806702
52,0.8893442749977112,0.26268067955970764,0.7345678806304932,0.5381861329078674
53,0.9016393423080444,0.25313571095466614,0.7469135522842407,0.5661396980285645
54,0.9139344096183777,0.2331688404083252,0.7345678806304932,0.5255860686302185
55,0.936475396156311,0.21114633977413177,0.7654321193695068,0.5628824830055237
56,0.936475396156311,0.2109098881483078,0.7469135522842407,0.5417847037315369
57,0.9405737519264221,0.20378422737121582,0.7407407164573669,0.5509542226791382
58,0.9446721076965332,0.1906636655330658,0.7592592835426331,0.5722556710243225
59,0.9528688788414001,0.17512166500091553,0.7345678806304932,0.6311666965484619
60,0.9528688788414001,0.1768202930688858,0.7592592835426331,0.6467748880386353
61,0.9405737519264221,0.1789306253194809,0.7283950448036194,0.5981454849243164
62,0.9282786846160889,0.193912535905838,0.7592592835426331,0.7515674829483032
63,0.9159836173057556,0.21095667779445648,0.7530864477157593,0.6995514631271362
