epoch,accuracy,loss,val_accuracy,val_loss
0,0.6785714030265808,0.9851574897766113,0.7334801554679871,0.6729990243911743
1,0.7602040767669678,0.6284273266792297,0.7334801554679871,0.5999146103858948
2,0.7602040767669678,0.5709109306335449,0.7334801554679871,0.5829381942749023
3,0.7602040767669678,0.5572458505630493,0.7334801554679871,0.5789843201637268
4,0.7602040767669678,0.549992561340332,0.7334801554679871,0.5790960788726807
5,0.7602040767669678,0.536471426486969,0.7334801554679871,0.6136510968208313
6,0.7602040767669678,0.5438106060028076,0.7334801554679871,0.584882915019989
7,0.7602040767669678,0.5458589792251587,0.7334801554679871,0.5978560447692871
8,0.7602040767669678,0.525199830532074,0.7334801554679871,0.6463815569877625
9,0.7602040767669678,0.5289427042007446,0.7334801554679871,0.613002598285675
10,0.7602040767669678,0.5064148306846619,0.7334801554679871,0.6099021434783936
11,0.7602040767669678,0.5108751654624939,0.7334801554679871,0.6276411414146423
12,0.7602040767669678,0.5085206627845764,0.7334801554679871,0.6313274502754211
13,0.7602040767669678,0.511568009853363,0.7334801554679871,0.6263157725334167
14,0.7602040767669678,0.5245780348777771,0.7334801554679871,0.630143940448761
15,0.7602040767669678,0.5005651116371155,0.7334801554679871,0.6631627678871155
16,0.7602040767669678,0.513469398021698,0.7334801554679871,0.6651960015296936
17,0.7602040767669678,0.4989669620990753,0.7334801554679871,0.6100832223892212
18,0.7602040767669678,0.5061917304992676,0.7334801554679871,0.5984495282173157
19,0.7602040767669678,0.5027962923049927,0.7334801554679871,0.6289790868759155
20,0.7602040767669678,0.4900674521923065,0.7334801554679871,0.6458740234375
21,0.7602040767669678,0.4829760491847992,0.7334801554679871,0.6277444958686829
22,0.7602040767669678,0.49213093519210815,0.7334801554679871,0.6468620300292969
23,0.7602040767669678,0.49409905076026917,0.7334801554679871,0.6324253678321838
24,0.7602040767669678,0.5046961903572083,0.7334801554679871,0.6986854076385498
25,0.7602040767669678,0.4812421202659607,0.7334801554679871,0.6519804000854492
26,0.7602040767669678,0.47635576128959656,0.7334801554679871,0.628879189491272
27,0.7602040767669678,0.4690133035182953,0.7334801554679871,0.6773706674575806
28,0.7602040767669678,0.45780715346336365,0.7334801554679871,0.6536495089530945
29,0.7602040767669678,0.4625544548034668,0.7334801554679871,0.6430612802505493
30,0.7602040767669678,0.4361438751220703,0.7334801554679871,0.6416566371917725
31,0.7602040767669678,0.43935754895210266,0.7334801554679871,0.6544761061668396
32,0.7551020383834839,0.42257755994796753,0.7334801554679871,0.6601213812828064
33,0.7755101919174194,0.40568807721138,0.7334801554679871,0.714535117149353
34,0.7857142686843872,0.3890310525894165,0.7312775254249573,0.6729567050933838
35,0.795918345451355,0.3713871240615845,0.7356828451156616,0.8079490661621094
36,0.7704081535339355,0.40286245942115784,0.6409691572189331,0.6755204200744629
37,0.8010203838348389,0.4309599995613098,0.715859055519104,0.7883270978927612
38,0.8367347121238708,0.36590123176574707,0.7136563658714294,0.7156919240951538
39,0.8214285969734192,0.3512640595436096,0.6651982665061951,0.6887110471725464
40,0.8571428656578064,0.37261849641799927,0.7356828451156616,0.7435430884361267
